,Unnamed: 0,title,date,author,result,id
1006,1265,Woman suffering from fungal pneumonia due to humidifier,2018/12/14,Ren Huali,suspect,https://vp.fact.qq.com/article?id=7dad2b5d47be0586c5142d0303e58d23
32,32,Pet dogs spread new coronavirus,2020/3/5,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=548ff03f85bb4b5bac41dcfb505dc60a
28,28,"Disinfectants with ""chlorine"" in their name are chlorine-containing disinfectants",2020/3/7,Lin thin cat,suspect,https://vp.fact.qq.com/article?id=0b751e48b70bc43fc514e4b45f48ab97
1009,1341,Lung nodules are lung cancer,2018/12/13,Jiao Peng,suspect,https://vp.fact.qq.com/article?id=2ad704bce5e55685a87c08f65e7d6555
27,27,New crown virus disappears on its own in summer,2020/3/7,Professional fact verification platform under Tencent News,suspect,https://vp.fact.qq.com/article?id=1469a8620635c913d4c18abbcfe1e9de
1011,1343,No treatment for lung nodules,2018/12/14,Zhi Xiuyi,suspect,https://vp.fact.qq.com/article?id=29c5f3d366d7a0e2280084db88cf11d6
1012,1344,Lung nodules are contagious,2018/12/13,Jiao Peng,suspect,https://vp.fact.qq.com/article?id=7981c6a0ec118de737fd07f7e6f01c16
1013,1345,Lung cancer can be cured,2018/12/13,Jiao Peng,suspect,https://vp.fact.qq.com/article?id=df79223b62b49c36dd8460e2c87aea80
18,18,Zhong Nanshan's latest forecast: people's physical fitness will decline after five years,2020/3/9,Professional fact verification platform under Tencent News,suspect,https://vp.fact.qq.com/article?id=0e3e1682719d3fef6758e70d311bc4f4
1015,1347,Lung nodules can be eliminated by taking medicine,2018/12/13,Jiao Peng,suspect,https://vp.fact.qq.com/article?id=b36f9f964e28e0b9b5f158b34232e65e
15,15,New crown virus in breast milk of patients with new crown pneumonia,2020/3/10,Communist Party of Beijing Municipal Committee,suspect,https://vp.fact.qq.com/article?id=cb5729d8137b7be1fb331a4cb084f341
13,13,New coronavirus can remain in the body for several weeks but the infection is weak,2020/3/10,Postdoctoral Fellow in Cambridge University Virology,suspect,https://vp.fact.qq.com/article?id=66dd25b6e728dbac5f6f1db7f2a6a8d0
1018,1350,Artificial lungs can save lives,2018/2/11,Wang Yuebing,suspect,https://vp.fact.qq.com/article?id=aba80602ee6e3411e281ff7e0ace5aa6
749,959,Table salt can remove aflatoxins in peanut oil,2019/7/14,Liu Pingping,suspect,https://vp.fact.qq.com/article?id=96a53e683195711e231727fddb15ccf2
1020,1357,"Anti-flu, safe with masks 24 hours",2018/1/18,Global Times,suspect,https://vp.fact.qq.com/article?id=ca4b7e7dbbd1c19600aa8a5c669e43ce
1021,1365,The mask can be used repeatedly after boiling in boiling water,2020/2/11,Tencent Medical Code,suspect,https://vp.fact.qq.com/article?id=c7ccd8e00f721e45721a07a0d5dbcfdb
750,960,Drinking more than 4 liters of water a day may be poisoning. It is recommended that men do not exceed 3.7 liters.,2019/5/31,Shanghai rumor platform,suspect,https://vp.fact.qq.com/article?id=3b82533c9cb28d2dac95412d6eba2864
1001,1230,Air conditioning in closed rooms can cause carbon monoxide poisoning,2017/7/26,Yang Yan,suspect,https://vp.fact.qq.com/article?id=6cfe1bba59045cee727bdd67a96af444
117,117,The virus gets on your hair and you need to wash your hair every time you go home,2020/2/22,"Researcher, China CDC ",suspect,https://vp.fact.qq.com/article?id=d2f5c0839c188162383c97f04c5432fc
45,45,Artemisinin can treat new coronavirus pneumonia,2020/3/2,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=5cec35b94bfdcf6395f318d6debcc36b
744,954,Drinking water leads to lead poisoning in children,2019/10/27,Wenzhou rumors,suspect,https://vp.fact.qq.com/article?id=c16f587fe754d99dc1c9853c0a5d2046
112,112,"Workers building the Vulcan Mountain Hospital have to settle their wages, and many people are determined not to",2020/2/22,Professional fact verification platform under Tencent News,suspect,https://vp.fact.qq.com/article?id=4cd976c053cc7bebab1823874bc33b93
296,296,Risk of new coronavirus infection in sewers,2020/2/4,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=482964cb2f75a048323dfbec8e3bad57
109,109,The state requires all landlords to rent and reduce rents,2020/2/22,More authentic inspector,suspect,https://vp.fact.qq.com/article?id=d392272c920d69d5585ba86ed31c711b
107,107,Disposable mask gaskets can provide protection,2020/2/23,"Associate Professor, Engineering Center of Technical Textiles, Donghua University",suspect,https://vp.fact.qq.com/article?id=f5fef32dc02d369c067580cbeff76c9c
762,972,"Drug ""stamps"" (LSD) addictive",2019/1/4,,suspect,https://vp.fact.qq.com/article?id=029c9e2d5706aafa74d8235d90fc1a85
982,1211,"One bag of disinfectant cotton, one bottle of hydrogen peroxide, toothpick, soil method can cure paronychia",2019/7/8,Ruan Guangfeng,suspect,https://vp.fact.qq.com/article?id=6a5dd20e4c362976402f90d755e217e0
737,938,Used masks can be reused after spraying with alcohol,2020/2/11,Tencent Medical Code,suspect,https://vp.fact.qq.com/article?id=f0813a30eec676925488b447b33707c5
984,1213,Disinfectant can be used with laundry detergent to wash clothes,2019/5/23,Cloudless,suspect,https://vp.fact.qq.com/article?id=b2549f399fb05e6b49bc757929ec6762
95,95,New crown pneumonia virus infected with sweat of patients with new crown pneumonia,2020/2/24,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=caa2273a02f6059fd538c6147d64eb7b
94,94,CN95 certified car can be anti-virus,2020/2/24,Official News Client of Southern Newspaper Media Group,suspect,https://vp.fact.qq.com/article?id=01e48f90003e7be92a2f5c722d7964cb
987,1216,"Fresh daylily contains colchicine, poisonous and inedible",2018/8/12,True team,suspect,https://vp.fact.qq.com/article?id=b294d778effd89dc9f2cf8fe95c89d77
93,93,Photocatalytic equipment can effectively prevent new coronavirus infections,2020/2/24,"PhD in Chemistry, Postdoctoral Fellow at Swiss Federal Institute of Technology",suspect,https://vp.fact.qq.com/article?id=aa85288e7f03a5c446a821649a90bb70
92,92,New crown virus will outbreak seasonally like flu virus,2020/2/24,"Associate Professor of Research, Department of Pathology and Experimental Medicine, University of Pennsylvania School of Medicine",suspect,https://vp.fact.qq.com/article?id=c083b8881ca499be066b4f729e7bd91e
89,89,"New crown pneumonia outbreak has already erupted in the United States, and the United States has not slowed down yet",2020/2/25,Ding Yang,suspect,https://vp.fact.qq.com/article?id=2a9da6cfc0693c0718c8ebdfa8b5ecda
88,88,Ms. Mingyuan Yi from Panlong City Meifu climbed down from the tenth floor in order to go out and buy some meat,2020/2/25,Hosted by Hubei Daily Media Group,suspect,https://vp.fact.qq.com/article?id=0ba2888612453ad1a1d5f6955aac1296
83,83,"For patients with new coronary pneumonia, low molecular weight heparin can effectively treat thrombosis",2020/2/25,"Deputy Chief Physician, Department of Infectious Diseases, Peking University First Hospital",suspect,https://vp.fact.qq.com/article?id=9925788d3a7d166095ec680977c9d9da
738,948,Camphor pills are poisonous and can cause harm to the human body if placed incorrectly,2020/1/12,Yangcheng Pie,suspect,https://vp.fact.qq.com/article?id=b27e576cde3fedde2998d2efd6dd3702
81,81,Japanese sterilization card (sterilization card) can prevent new coronavirus on the body,2020/2/26,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=8f702782ad9421178d2a555cb2b39402
72,72,Kumu injection is effective for the treatment of new coronary pneumonia,2020/2/27,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=2f0a97946f42aa3c00552d4dd04de892
67,67,Dogs can be infected with new coronavirus,2020/2/28,"PhD in Pathogenic Biology, Popular Science Author",suspect,https://vp.fact.qq.com/article?id=85d257ee6034b658f41fd3df905a67f6
49,49,Li Yuehua's acupoint injection of phenol therapy is effective for the treatment of new coronary pneumonia,2020/3/2,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=8658ac436dabd86be6605e47e7bff3c0
47,47,"You can judge the front and back of the mask by the direction of the fold, the nose clip or the ear strap",2020/3/2,Huang Chen,suspect,https://vp.fact.qq.com/article?id=197f71b4ab65e1418a60ba4df5c42e40
297,297,"When disinfecting, 84 disinfectant and alcohol should not be mixed, it will produce chlorine gas.",2020/2/4,"PhD in Chemistry, Tsinghua University",suspect,https://vp.fact.qq.com/article?id=482cc8be9c8f86c31f4d7789630cda5c
314,314,Thailand finds new coronavirus specific drug,2020/2/3,"Master of Pharmacology, PhD in Pediatrics",suspect,https://vp.fact.qq.com/article?id=aa0d1b1d72fc6fa6e75b658370d3bd4d
924,1142,Smoked room with wormwood leaves may have a certain disinfection effect,2018/12/29,Hu Yuandong,suspect,https://vp.fact.qq.com/article?id=66aa6865da0fe0bca4bb91f79e0df463
798,1008,Broken light sticks can cause poisoning,2014/10/28,,suspect,https://vp.fact.qq.com/article?id=f6c36dbc0debfb2ff64d1ef3cff1543c
543,628,H7N9 virus gene has been transferred,2013/7/21,Cloudless,suspect,https://vp.fact.qq.com/article?id=a4d1f2d2e72ecb09fab21aabb86e0ebc
542,627,A baby with HIV is cured,2013/8/27,True team,suspect,https://vp.fact.qq.com/article?id=ecd9ccdcebaa8e6faa7b715c2c66d7ed
849,1059,Pig blood has toxins and cannot be eaten,2018/11/25,Sodium chloride,suspect,https://vp.fact.qq.com/article?id=5738357913f8d7a0a3e814ad66ccf46f
541,626,HIV for leukemia,2014/9/26,,suspect,https://vp.fact.qq.com/article?id=e211694de2f9d3e6faaa3d0534849f77
539,624,Heavy snow can suppress influenza virus transmission,2015/1/13,Pudong Internet Police,suspect,https://vp.fact.qq.com/article?id=2ca99733b4d6dfeb0fd5aa1fd978f662
852,1062,Toxic substances can be emitted from heated plastic tableware,2016/6/3,Zu Beichen,suspect,https://vp.fact.qq.com/article?id=21ca5ac73a273cefda056985774677d8
537,622,Cytomegalovirus in breast milk can infect children,2017/8/2,Zu Beichen,suspect,https://vp.fact.qq.com/article?id=742e3b71f7592102cf57a4746728884c
638,835,"Fake wine poisoning, can be detoxified with real wine",2017/8/13,Zheng Zheng,suspect,https://vp.fact.qq.com/article?id=d7d9f5cc5440546863ba78b972cc177a
635,832,"Drug ""stamp"" (LSD) skin smears when touched ",2019/1/4,Zhang Wei,suspect,https://vp.fact.qq.com/article?id=edfa4248a5219742dfc72265ebd43252
796,1006,"""Arabic tea"" is as toxic as heroin",2014/6/25,Liu Pingping,suspect,https://vp.fact.qq.com/article?id=dd356fe1e918315fe602f3b375538b6a
520,605,Dogs lick their skin and become infected with rabies virus,2018/3/25,,suspect,https://vp.fact.qq.com/article?id=f4abb4b69ce82e873ba72e2e4a01b924
645,842,Drinking milk can detoxify paint,2019/5/29,Zhang Puyao,suspect,https://vp.fact.qq.com/article?id=61bd8d6b5b1d5e911036590e40b703b6
859,1069,Homemade wine can be poisonous,2017/4/12,,suspect,https://vp.fact.qq.com/article?id=a303e1c4959513dc86c5ca51564509d9
501,586,Need to stop pregnancy during anti-HBV treatment,2016/7/23,Zu Beichen,suspect,https://vp.fact.qq.com/article?id=4fd0bcfa159603a973ee4c1187841c4d
499,584,Tonsillitis is caused by a viral infection,2019/1/29,Wei Wei,suspect,https://vp.fact.qq.com/article?id=8ad9b03592c72df888773f1651ddc0d4
865,1075,Eggs become toxic after washing,2017/8/26,Cloudless,suspect,https://vp.fact.qq.com/article?id=9b093736f0bac0410d7b2c69dc19e0a4
789,999,Cold medicine as sleeping pills can poison coma,2018/9/12,Tang Bo,suspect,https://vp.fact.qq.com/article?id=cc3d0be4d08974a7ee8149ee5789a95d
494,579,Carriers of hepatitis B virus will get liver cancer,2019/5/10,Wang Qing,suspect,https://vp.fact.qq.com/article?id=4373080a7bca639b6ebdb1c4c9447d75
493,578,Herpes simplex virus affects pregnancy and childbirth,2019/10/17,Pan Zhanhe,suspect,https://vp.fact.qq.com/article?id=0469b87188f4622dc97789cbfed42632
640,837,Plastic is toxic and releases toxins,1970/1/1,Li Yuanyuan,suspect,https://vp.fact.qq.com/article?id=6bd1412e7fc70ae5f070fa6db712beda
548,693,Men should contraception during anti-HBV treatment,2017/5/12,Wei Wei,suspect,https://vp.fact.qq.com/article?id=3f28ca15c760df84477594a9d5c838d6
842,1052,Children's plastic runway causes student poisoning,2016/6/24,lotusbo,suspect,https://vp.fact.qq.com/article?id=151abb636c68ad9f57e6bc8c319aeeed
552,697,Hepatitis B virus infected patients,2018/12/20,Maggie Feng,suspect,https://vp.fact.qq.com/article?id=05d5d9e4d0457b10915f0d43be4140be
592,789,Almonds are poisonous,2018/12/24,Xu Haijun,suspect,https://vp.fact.qq.com/article?id=abfe5e724fd2d0e1e93e1ffdc17e3b29
598,795,Syphilis can be cured,2016/8/8,Dr Chunyu,suspect,https://vp.fact.qq.com/article?id=04c9756e7fa8b6638bee85ca36fb724a
817,1027,Toxic colorful plastic chopsticks,2017/4/18,Gu Zhongyi,suspect,https://vp.fact.qq.com/article?id=4b91ca92f914248e0b24912d0e0ae1ea
599,796,Drinking too much water will poison you,2019/1/16,,suspect,https://vp.fact.qq.com/article?id=ce473dce1eac622790d279ee11e32117
819,1029,Eating undercooked soy sprouts can poison,2018/4/10,Ruan Guangfeng,suspect,https://vp.fact.qq.com/article?id=ccf1af86091450a28c04e26c47a746ac
820,1030,Fast food lunch boxes filled with hot food can be toxic,2018/4/8,Liu Pingping,suspect,https://vp.fact.qq.com/article?id=674cfde88d0c12094eed1d261086c597
602,799,Rat urine is toxic to humans,2018/8/19,,suspect,https://vp.fact.qq.com/article?id=890487e116360118b2ba7fc7ac7fead2
582,778,Rabies virus infection after being bitten by a rabies patient,2018/3/25,,suspect,https://vp.fact.qq.com/article?id=2d257e654a8c31b32027fbd42e2f68e8
807,1017,Insulin hypoglycemia is drug poisoning,2018/2/26,,suspect,https://vp.fact.qq.com/article?id=85c62f3b25d09d89e3d38409a0dbc0aa
574,770,Hepatitis B virus infected people find themselves pregnant and can't have children,2018/12/13,Liu Huan,suspect,https://vp.fact.qq.com/article?id=322d2d880402a46d18133ca31e9943a5
571,767,Hepatitis B mothers need antiviral treatment during pregnancy,2016/7/23,Wei Wei,suspect,https://vp.fact.qq.com/article?id=18e613fbc35dbf158dcec73cb4b09df9
829,1039,"Crystal mud contains ""poisonous borax"", children cannot play",2018/3/22,,suspect,https://vp.fact.qq.com/article?id=8386445d1bec3a5e331c2902773aa475
613,810,Potato skin is poisonous,2017/2/7,Cloudless,suspect,https://vp.fact.qq.com/article?id=41fe8c0df9aeaf628a2d968073fd95a8
832,1042,Poison sprayed by farmers on sugarcane,2018/3/15,Hu Yuandong,suspect,https://vp.fact.qq.com/article?id=62e8b3ee8a0c0d74f6f5185fd02bc8bd
833,1043,Baby must use bottle sterilizer,2018/2/4,Yang Shuo,suspect,https://vp.fact.qq.com/article?id=869aaae687bbadfce61bf38bfa55ddb6
834,1044,Juvenile eats 15 packs of hot sticks and gets poisoned in ICU ward,2018/2/2,,suspect,https://vp.fact.qq.com/article?id=83b79cdce210a00fe262562c972da868
835,1045,Pulmonary embolism after bitten by poisonous snake,2018/2/2,Zeng Hanhua,suspect,https://vp.fact.qq.com/article?id=8040df977fd31d1af2ccc0f8bcc0d55e
803,1013,Eating spicy bars can cause diabetic ketoacidosis,2018/3/28,,suspect,https://vp.fact.qq.com/article?id=0d7025a0bf2c89bb97616e6791e10fac
564,722,Trivalent silver ion antibacterial solution can inhibit new coronavirus,2020/2/11,Tencent Medical Code,suspect,https://vp.fact.qq.com/article?id=4f7d476b514b9d93b1c59991882130e7
627,824,Poisoned food,2015/11/30,Sun Yafei,suspect,https://vp.fact.qq.com/article?id=49c32998d3feb3029f002a8d69897ea1
555,700,Coffee can inhibit mosquito reproduction and prevent Zika virus,2018/9/20,Cloudless,suspect,https://vp.fact.qq.com/article?id=985a1bcdb98bb3c3301b263e2d7e52f4
658,855,Sulphur bleached chopsticks are toxic,2019/1/3,Hu Yuandong,suspect,https://vp.fact.qq.com/article?id=20015b1fcca81936be8c491e62370b25
488,508,Pangolin is an intermediate host for a new coronavirus,2020/2/27,VC,suspect,https://vp.fact.qq.com/article?id=214801897cc468ed0130798a708f674f
486,504,Qingfei Paidu Decoction is 90% effective for new coronavirus treatment,2020/2/11,Live sunshine,suspect,https://vp.fact.qq.com/article?id=99cc7e912ac87907067a36e5e2c2d7b6
659,856,Intoxication by ingestion of medical alcohol,2018/11/27,He Xu,suspect,https://vp.fact.qq.com/article?id=431e585f1426fa0cd47ed3bfc2c1bb1f
902,1112,These foods are more toxic than arsenic,2013/11/19,,suspect,https://vp.fact.qq.com/article?id=dd81b59c820054a2bf2c851772908878
352,352,New coronavirus spreads through blood,2020/1/30,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=f1856084c1d044bf649a895cbe9ce7a0
904,1114,Homemade wine is easy to exceed the standard and is easy to poison,2017/11/6,Chlorella,suspect,https://vp.fact.qq.com/article?id=15289e893504bbf538f739642251a1c6
349,349,Eating sugar reduces your body's immunity and makes it susceptible to viruses,2020/1/31,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=6cb943c1541220df421126f3b25376e7
348,348,Irradiation with Yuba lamp for half an hour can remove the virus,2020/1/31,Professional medical science popularization platform under Tencent,suspect,https://vp.fact.qq.com/article?id=355c88481eb1b4fc714eef8bf5dc1ca5
694,891,Broken mercury thermometer will poison,2019/6/22,Zhu Xiaoqian,suspect,https://vp.fact.qq.com/article?id=806f16bac7f2b72dd74eac7d8e3de491
775,985,Taking bismuth for Helicobacter pylori poisoning,2018/10/18,Wang Weina,suspect,https://vp.fact.qq.com/article?id=d63935aca68ae03aed69ef62c8dee4ab
